fnd_PConc,neigh_NridgHt,mas_vnr_type_Stone,neigh_NoRidge,extsecond_VinylSd,extfirst_VinylSd,ctrl_air_Y,zoning_RL,roof_style_Hip,gar_type_BuiltIn,neigh_StoneBr,roof_style_Gable,gar_type_None,zoning_RM,fnd_CBlock,gar_type_Detchd,mas_vnr_type_None,age_of_prop,SalePrice,OverallQual,GrLivArea,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,FullBath,GarageFinish,TotRmsAbvGrd,FireplaceQu,YearRemodAdd,HeatingQC,BsmtFinSF1,BsmtExposure,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtFinType1,HalfBath,GarageQual,LotArea,GarageCond,Electrical,PavedDrive,BsmtFullBath,BsmtUnfSF,BsmtCond
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,15,430000,8,3228,3,546,3200,3228,4,3,2,10,4,1993,4,1231,1,91.87878787878788,264,0,75,6,0,3,12692,3,4,2,1,1969,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,83,184000,7,1820,2,240,1026,1133,3,2,1,8,0,1950,4,329,1,60.0,0,687,100,3,0,3,9120,3,4,0,1,697,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,42,130000,5,899,2,288,864,899,3,1,3,5,0,2004,4,450,1,65.0,64,0,0,5,0,3,7800,3,4,2,0,414,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,49,120000,5,912,2,297,912,912,3,1,3,5,0,1985,1,111,1,70.0,12,0,285,4,0,3,7535,3,4,2,0,522,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,34,113000,6,1218,2,264,672,672,3,1,1,7,0,1973,2,356,1,21.0,144,546,28,4,1,3,1890,3,4,2,0,316,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,3,226700,7,1768,3,603,866,866,4,2,2,7,0,2005,3,400,1,75.0,0,902,108,6,1,3,9803,3,4,2,0,466,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,42,140000,5,1214,2,461,1214,1214,3,1,1,6,0,1965,4,698,1,70.0,0,0,0,5,0,2,9170,2,4,2,1,420,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,51,289000,7,1801,2,484,1501,1801,3,2,3,6,3,1997,2,1247,1,100.0,0,0,54,5,0,3,15602,3,4,2,1,254,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,35,147000,6,1322,2,440,855,855,3,2,1,6,2,1974,2,257,1,24.0,260,467,0,5,1,3,2308,3,4,2,0,103,3
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,57,124500,5,1960,2,400,960,960,3,2,1,10,0,1952,3,0,1,60.0,0,1000,0,1,0,3,7596,3,4,0,0,960,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,13,215000,8,1911,3,471,777,1065,4,2,2,8,3,1994,4,380,1,80.0,182,846,81,6,1,3,9554,3,4,2,0,397,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,208300,6,1218,3,676,1218,1218,4,2,3,4,0,2009,4,27,1,75.0,0,0,102,6,0,3,7862,3,4,2,0,1191,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,80,161000,7,1378,2,360,689,689,3,2,1,7,4,2005,4,141,1,60.0,0,689,0,3,0,3,9600,3,4,0,0,548,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,50,124500,5,1041,2,270,1041,1041,3,1,2,6,0,1959,4,991,1,80.0,224,0,88,5,0,3,9600,3,4,2,1,50,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,58,164900,5,1363,3,288,1008,1363,3,1,1,6,3,2000,4,650,1,75.0,324,0,42,4,0,3,14559,3,4,2,1,178,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,202665,7,1368,3,474,1368,1368,4,2,2,6,4,2006,4,0,1,40.0,132,0,35,1,0,3,6792,3,4,2,0,1368,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,48,129900,5,864,2,624,864,864,3,1,1,5,0,1958,2,521,1,70.0,0,0,0,4,0,3,9100,3,4,2,1,169,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,24,134000,6,1080,2,484,1084,1080,3,1,1,5,0,1983,2,336,1,71.0,120,0,0,5,1,3,9187,3,4,2,0,748,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,81,96500,5,789,2,200,768,789,3,1,1,5,0,1950,1,0,1,55.0,0,0,0,1,0,1,10594,1,4,2,0,768,3
0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,402861,10,2020,4,900,2006,2020,5,2,3,9,4,2009,4,1436,1,94.0,156,0,54,6,1,3,12220,3,4,2,1,570,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,37,158000,6,2119,2,583,689,1378,3,2,2,7,3,1972,2,0,1,81.28888888888889,0,741,104,1,1,3,10448,3,4,2,0,689,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,13,265000,7,2344,3,889,1264,1277,4,2,2,7,3,1997,4,0,1,79.0,220,1067,0,1,1,3,10208,3,4,2,0,1264,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,9,211000,6,1796,2,546,794,882,4,2,2,7,0,1998,4,706,2,71.6825396825397,0,914,36,6,1,3,9531,3,4,2,1,88,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,83,234000,7,2080,3,282,1276,1276,4,1,1,9,4,2004,4,0,1,53.0,0,804,0,1,1,3,10918,3,4,2,0,1276,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,108,106250,4,1294,2,0,0,694,0,2,0,7,0,2000,2,0,0,60.0,220,600,114,0,0,0,10800,0,3,0,0,0,0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,50,150000,6,1244,2,336,1244,1244,3,1,1,6,4,1957,4,777,1,90.0,0,0,40,3,1,3,11988,3,3,2,0,467,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,59,159000,6,1664,2,420,1004,1004,3,2,1,7,4,1950,4,399,1,50.0,0,660,24,5,0,3,5000,3,4,2,0,605,3
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,184750,10,4676,4,884,3138,3138,5,3,3,11,4,2008,4,2260,4,130.0,208,1538,406,6,1,3,40094,3,4,2,1,878,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,11,315750,7,2398,3,834,1379,1383,4,2,3,8,3,1997,4,719,1,95.0,239,1015,60,6,1,3,11787,3,4,2,1,660,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,176000,7,1266,3,453,1257,1266,4,2,1,6,3,2005,4,0,1,62.0,38,0,144,1,0,3,7500,3,4,2,0,1257,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,51,132000,5,928,2,252,928,928,4,1,1,4,0,2000,2,377,1,70.0,261,0,0,3,0,3,13300,3,4,2,0,551,3
1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,446261,9,2713,4,858,1452,1476,5,2,3,11,4,2008,4,1330,3,67.0,126,1237,66,6,1,3,14948,3,4,2,1,122,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,87,86000,4,605,2,0,528,605,3,1,0,5,0,2002,4,348,2,58.0,0,0,0,5,0,0,9098,0,4,0,1,180,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,50,200624,6,2515,3,484,2035,2515,3,3,2,9,3,1975,2,1219,1,71.8048780487805,0,0,0,3,0,3,32668,3,4,2,1,816,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,20,175000,6,1509,3,600,1461,1509,4,2,2,5,2,1989,4,783,3,85.0,224,0,0,6,0,3,10200,3,4,2,1,678,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,88,128000,6,1362,2,502,611,751,2,2,3,6,0,1999,4,0,2,60.0,0,611,0,1,0,3,6155,2,4,2,0,611,2
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,55,107500,5,827,2,392,0,827,0,1,1,5,1,2007,4,0,0,60.0,0,0,0,0,0,3,7200,3,4,2,0,0,0
0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,61,39300,1,334,1,0,0,334,0,1,0,2,0,1950,1,0,0,50.0,0,0,0,0,0,0,5000,0,2,0,0,0,0
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,178000,8,1414,3,403,707,707,5,2,3,6,4,2004,4,0,3,74.0,100,707,35,1,1,3,9056,3,4,2,0,707,4
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,98,107500,5,1347,2,0,1117,820,4,1,0,5,0,1991,2,969,4,70.0,85,527,0,6,0,0,7000,0,4,0,1,148,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,10,188000,7,1724,2,527,880,880,4,2,3,8,0,1999,4,0,3,57.0,120,844,155,1,1,3,8924,3,4,2,0,880,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,36,111250,4,864,2,576,864,864,3,1,1,5,0,1972,2,600,1,76.46236559139786,216,0,0,4,0,3,12735,3,4,2,0,264,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,38,158000,5,1159,2,336,1051,1159,3,1,1,7,2,1968,2,673,1,74.4375,466,0,0,4,1,3,11553,3,4,2,0,378,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,9,272000,8,1601,3,670,1581,1601,4,2,2,6,3,2002,4,1358,3,71.6825396825397,180,0,0,6,0,3,11423,3,4,2,1,223,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,315000,9,1838,4,765,1838,1838,5,2,3,8,4,2006,4,1260,3,85.0,270,0,68,6,0,3,14601,3,4,2,1,578,3
1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,7,248000,8,2285,3,648,969,997,4,2,3,8,3,2000,4,0,1,91.87878787878788,0,1288,56,1,1,3,11000,3,4,2,0,969,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,11,213250,7,1680,3,583,1650,1680,5,2,3,7,3,1999,4,144,1,78.0,78,0,73,2,0,3,10140,3,4,2,1,379,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,133000,7,767,2,367,723,767,4,1,3,4,0,1998,4,584,3,34.0,120,0,40,6,0,3,4058,3,4,2,1,0,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,179665,7,1496,3,426,654,664,4,2,2,7,4,2006,4,554,3,58.0,100,832,24,6,1,3,17104,3,4,2,1,100,4
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,18,229000,7,2183,3,786,1204,1377,4,2,1,9,0,1988,3,1002,1,81.28888888888889,0,806,0,6,1,3,13837,3,4,2,0,0,4
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,84,210000,6,1635,2,440,1065,915,4,1,1,6,4,1950,4,300,1,70.0,0,720,38,3,1,3,8737,3,3,2,0,765,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,37,129500,5,768,2,624,768,768,4,1,1,5,0,1970,4,619,3,54.0,104,0,0,5,0,3,7244,3,4,2,1,149,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,53,125000,5,825,2,720,825,825,3,1,2,4,0,1995,2,180,1,49.0,140,0,50,2,0,3,8235,3,4,2,1,0,3
1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,6,263000,7,2094,3,615,912,912,4,2,3,8,4,2004,4,0,1,75.0,182,1182,182,1,1,3,9375,3,4,2,0,912,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,31,140000,6,1069,2,440,1069,1069,4,2,2,4,0,1977,2,559,1,53.0,0,0,55,5,0,3,4043,3,4,2,0,510,3
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,51,112500,5,928,2,288,928,928,3,1,3,5,0,1957,3,308,1,50.0,0,0,0,3,0,3,6000,3,3,2,0,620,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,255500,8,1717,3,908,1709,1717,5,2,2,7,4,2006,4,0,3,87.0,169,0,39,1,0,3,11146,3,4,2,0,1709,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,60,108000,4,1126,2,520,0,1126,0,2,3,5,0,2003,4,0,0,67.0,0,0,96,0,0,3,8777,3,4,0,0,0,0
1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,5,284000,7,2046,3,871,998,1006,4,2,2,8,4,2004,4,866,1,85.0,320,1040,62,6,1,3,10625,3,4,2,1,132,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,84,113000,5,1048,2,280,993,1048,3,1,1,5,4,1950,2,0,1,58.0,0,0,0,1,0,3,6380,3,3,2,0,993,2
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,49,141000,5,1092,2,299,1092,1092,3,1,3,6,3,1957,2,895,1,69.0,268,0,0,3,0,3,14850,3,3,2,1,197,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,86,108000,4,1336,2,570,637,897,3,1,1,7,0,1950,3,637,1,60.0,0,439,47,3,1,3,11040,3,4,2,0,0,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,12,175000,7,1446,2,406,729,729,4,2,1,6,3,1997,4,604,4,57.0,264,717,22,6,1,3,21872,3,4,2,0,125,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,234000,7,1557,3,420,1374,1557,4,2,3,7,3,2004,4,0,4,47.14285714285714,143,0,20,1,0,3,3196,3,4,2,0,1374,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,53,121500,5,1392,2,528,1392,1392,4,1,1,5,4,1996,2,1302,1,74.4375,0,0,0,5,1,3,11341,3,4,2,1,90,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,32,170000,5,1389,2,418,1389,1389,4,1,2,6,3,1975,3,1071,3,77.0,240,0,38,5,0,3,10010,3,4,2,1,195,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,68,108000,5,996,2,0,996,996,3,1,0,6,4,1969,4,290,1,63.0,144,0,0,4,0,0,13907,0,4,2,1,706,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,90,185000,6,1674,2,396,1163,1163,4,2,3,8,4,1950,4,0,2,66.0,72,511,36,1,0,3,21780,3,4,0,0,1163,3
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,14,268000,7,2295,3,590,1095,1166,4,2,2,9,3,2000,4,728,1,91.87878787878788,0,1129,40,6,1,3,13346,3,4,2,1,367,3
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,95,128000,6,1647,2,216,806,841,4,1,1,6,0,1950,2,0,1,66.0,0,806,66,1,1,3,6858,3,2,2,1,806,3
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,325000,9,2504,3,656,1122,1134,4,2,3,11,4,2007,4,0,1,77.0,144,1370,39,1,1,3,11198,3,4,2,0,1122,4
1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,6,214000,7,1535,3,532,1517,1535,4,2,2,7,0,2004,4,2,1,70.0,0,0,0,6,0,3,10171,3,4,2,0,1515,3
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,26,316600,8,2132,3,612,1496,1496,4,1,3,5,4,2009,4,1441,4,79.0,349,636,40,6,1,4,12327,3,4,2,1,55,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,27,135960,5,943,2,600,943,943,4,1,1,4,3,1979,2,943,4,76.46236559139786,42,0,0,6,0,3,7032,3,4,2,1,0,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,43,142600,5,1728,2,576,1728,1728,3,2,1,10,0,1965,2,231,1,74.0,0,0,0,2,0,3,13101,3,4,2,0,1497,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,47,120000,6,864,2,288,864,864,3,1,1,4,0,1959,4,414,1,60.0,168,0,0,4,0,3,7332,3,4,2,1,450,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,224500,7,1692,2,650,846,846,5,2,2,6,0,2009,3,0,3,83.0,208,846,114,1,1,3,13159,3,4,2,0,846,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,7,170000,7,1430,2,400,384,774,4,2,2,8,3,2000,4,0,1,76.0,100,656,0,1,1,3,9967,3,4,2,0,384,3
0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,36,139000,5,1109,2,288,372,576,3,1,1,5,0,2005,2,349,3,70.0,35,533,0,5,0,3,10500,3,4,2,0,23,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,61,118500,5,1216,2,336,832,832,3,1,1,6,0,1950,2,442,1,80.0,158,384,0,3,0,3,8480,3,4,2,0,390,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,81,145000,7,1477,2,216,861,877,3,2,1,6,4,1950,3,0,1,52.0,0,600,50,1,0,3,6292,3,4,2,0,861,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,40,164500,5,1320,2,564,1164,1320,3,1,2,6,2,1966,4,328,3,96.0,160,0,68,2,0,3,11777,3,4,2,1,285,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,146000,7,1392,3,540,689,703,4,2,1,5,0,2007,4,0,1,34.0,0,689,102,1,0,3,3604,3,4,2,0,689,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54,131500,5,1795,2,352,1050,1050,3,2,1,7,0,1954,4,0,1,81.0,0,745,0,1,0,2,12150,3,2,2,0,1050,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,47,181900,6,1429,2,572,1144,1429,3,1,1,7,4,1987,4,594,1,76.46236559139786,216,0,110,4,0,3,14585,3,4,2,0,331,3
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,253293,8,2042,4,1390,2042,2042,5,2,2,8,4,2009,4,0,1,98.0,0,0,90,1,1,3,12704,3,4,2,0,2042,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,17,118500,6,816,2,0,816,816,4,1,0,5,0,1990,2,816,3,81.0,0,0,32,6,0,0,11841,0,4,2,1,0,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,115,325000,10,2775,4,880,1237,1521,3,3,1,9,4,2000,3,0,1,75.0,105,1254,502,1,1,4,13500,3,4,2,0,1237,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,74,133000,4,1573,2,240,884,989,3,1,1,6,0,1995,4,0,1,51.0,0,584,0,1,0,3,6120,3,4,2,0,884,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,369900,8,2028,3,880,1868,2028,5,2,2,7,4,2006,4,1460,4,88.0,326,0,66,6,0,3,11443,3,4,2,1,408,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,90,130000,6,838,2,275,816,838,3,1,3,5,0,2000,4,210,2,55.0,0,0,0,3,0,3,10267,3,4,0,1,0,4
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,27,137000,5,860,2,528,840,860,3,1,1,4,0,1982,2,672,3,74.0,0,0,0,5,0,3,8740,3,4,2,1,168,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,41,143000,5,1473,2,452,1437,1473,3,1,1,5,4,2003,4,1324,4,65.0,0,0,48,6,0,3,25095,3,4,2,2,113,3
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,78,79500,5,935,2,308,742,779,3,1,1,4,0,1960,2,0,1,50.0,0,0,0,1,0,3,9100,3,3,1,0,742,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,4,185900,7,1582,3,520,770,770,4,2,2,6,0,2004,4,490,1,64.0,0,812,45,6,1,3,8320,3,4,2,0,280,3
1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,451950,10,2296,4,842,1722,1728,5,2,2,10,4,2008,4,1338,4,97.0,382,568,274,6,1,3,13478,3,4,2,1,384,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,26,138000,5,816,2,816,816,816,3,1,3,4,0,2003,4,816,1,60.0,0,0,0,6,0,3,6600,3,4,2,1,0,4
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,6,140000,6,848,3,420,848,848,4,1,3,4,0,2003,4,685,3,71.6825396825397,140,0,0,6,0,3,4435,3,4,2,1,163,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,33,110000,5,924,2,280,924,924,4,1,1,5,0,1975,2,0,1,88.0,0,0,0,1,0,3,7990,3,4,2,0,924,3
1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,319000,8,1826,3,758,1814,1826,4,2,3,7,3,2006,4,1422,4,69.0,180,0,75,6,0,3,11302,3,4,2,1,392,3
0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,96,114504,6,1368,2,216,684,684,3,1,1,7,0,1993,4,0,1,60.0,0,684,158,1,0,3,3600,2,3,0,0,684,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,194201,7,1402,3,648,1258,1402,5,0,3,7,4,2007,4,0,3,53.0,120,0,16,1,2,3,3922,3,4,2,0,1258,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,29,217500,5,1647,2,621,1430,1647,4,2,3,7,3,1977,4,1283,2,80.0,0,0,0,5,0,3,12984,3,4,2,1,0,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,28,151000,6,1556,2,452,716,716,4,2,3,6,3,1980,2,81,1,24.0,161,840,0,2,1,3,1950,3,4,2,1,23,3
1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,275000,8,1904,3,736,1058,1058,4,2,3,8,4,2005,4,546,3,74.0,179,846,60,6,1,3,10927,3,4,2,1,512,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,70,141000,6,1375,2,544,780,780,3,1,1,6,4,1950,2,0,1,50.0,0,595,162,1,1,3,9000,3,4,1,0,780,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,14,220000,8,1915,3,506,908,927,4,2,3,8,3,1992,4,789,2,80.0,120,988,150,6,1,3,10041,3,4,2,1,119,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,6,151000,7,1200,3,480,600,600,4,2,2,4,0,2005,4,0,1,30.0,0,600,172,1,1,3,3182,3,4,2,0,600,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,6,221000,7,1494,3,530,1494,1494,4,2,2,6,3,2002,4,922,2,88.0,192,0,36,6,0,3,12803,3,4,2,1,572,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,44,205000,7,1986,2,486,768,1186,3,2,1,7,2,1990,2,454,1,85.0,0,800,42,4,1,3,13600,3,4,2,0,314,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,13,152000,5,1040,2,576,1040,1040,4,1,1,6,0,1996,3,732,1,82.0,168,0,0,6,0,3,12464,3,4,2,1,308,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,58,225000,5,2008,2,230,896,1112,3,3,1,8,0,2002,4,603,1,78.0,103,896,0,6,0,3,7800,3,4,2,1,293,4
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,73,359100,8,3194,2,380,965,1940,4,2,1,10,4,1998,2,428,2,78.0,0,1254,0,4,1,3,12168,3,4,2,0,537,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,46,118500,4,1029,2,261,1029,1029,3,1,1,5,0,1961,3,903,2,61.0,64,0,0,3,0,3,7943,3,4,2,1,126,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,313000,9,2153,3,736,1440,1476,5,2,3,8,5,2000,4,904,2,71.6825396825397,253,677,142,6,1,3,11050,3,4,2,1,536,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,29,148000,6,1032,2,564,1032,1032,4,2,1,6,3,1978,2,605,3,81.28888888888889,0,0,0,5,0,3,10395,3,4,2,0,427,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,8,261500,8,1872,3,531,1299,1299,4,2,2,7,3,2001,4,990,3,71.6825396825397,160,573,122,6,1,3,11885,3,4,2,1,309,3
1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,147000,5,1120,2,0,1120,1120,4,1,0,6,0,2007,4,206,1,70.0,0,0,30,5,0,0,8402,0,4,2,0,914,3
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,38,75500,4,630,2,0,630,630,4,1,0,3,0,1972,4,150,3,21.0,96,0,24,2,0,0,1491,0,4,2,1,0,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,47,137500,6,1054,2,480,936,1054,3,1,2,6,0,1963,4,763,4,80.0,120,0,0,6,0,3,8800,3,4,2,1,173,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,4,183200,6,1509,3,393,783,807,4,2,3,7,4,2003,4,457,1,79.87755102040815,100,702,75,6,1,3,7861,3,4,2,1,326,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,54,105500,6,832,2,528,832,832,3,1,1,4,0,1954,3,0,1,59.0,0,0,0,1,0,3,7227,3,4,2,0,832,3
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,314813,9,1828,4,774,1822,1828,5,2,1,9,4,2007,4,48,3,90.0,0,0,108,6,0,3,11694,3,4,2,0,1774,3
1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,305000,8,2262,3,749,1482,1482,4,2,3,10,4,2003,4,871,4,85.0,168,780,0,6,1,3,12244,3,4,2,1,611,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,94,67000,3,864,2,0,864,864,3,1,0,5,0,1950,2,41,1,45.0,0,0,0,4,0,0,8248,0,2,0,1,823,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,34,240000,6,2614,2,624,1522,1548,3,2,2,9,3,1997,2,956,1,90.0,38,1066,243,5,1,3,10800,3,4,2,0,384,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,32,135000,5,980,2,484,980,980,3,1,1,6,0,1977,2,560,1,71.0,192,0,0,4,0,3,7064,3,4,2,0,420,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,168500,6,1512,3,440,756,756,4,2,1,4,3,2000,4,420,1,64.66666666666667,0,756,32,6,1,3,2117,3,4,2,0,336,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,34,165150,6,1790,2,484,732,1012,3,1,2,8,3,1972,3,247,1,80.0,148,778,0,3,2,3,10400,3,4,2,1,485,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,48,160000,6,1116,2,440,1116,1116,3,1,1,5,0,1962,2,0,1,87.0,0,0,0,1,1,3,10000,3,4,2,0,1116,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,47,139900,5,1422,2,286,978,1422,3,1,2,6,3,1978,2,0,1,76.46236559139786,0,0,0,1,0,3,12342,3,4,2,0,978,3
